tic_id,obj_name,period_days,t0_bjd,depth_ppm,sde,status
1000640888217246,1SWASP J000640.88-821724.6,0.514040140401404,2453866.708356481,1746840.0970940841,24.411602598525352,Unvetted Candidate
1000648698209235,1SWASP J000648.69-820923.5,0.5,2453867.1139583336,16683792.324298356,139.17446316015835,Unvetted Candidate
1000651798202294,1SWASP J000651.79-820229.4,0.500390003900039,2453867.053333333,17744085.33244574,157.42628214255805,Unvetted Candidate
1000652518220144,1SWASP J000652.51-822014.4,0.5,2453867.1133564813,6497976.843457522,21.11185152905509,Unvetted Candidate
1000701568222285,1SWASP J000701.56-822228.5,0.5,2453867.1143564815,4423488.779457938,9.78362649099514,Unvetted Candidate
1000707138305421,1SWASP J000707.13-830542.1,1.060630606306063,2453867.6914027776,4770512.05752192,193.4411749731772,Unvetted Candidate
1000723878328065,1SWASP J000723.87-832806.5,0.997449974499745,2453866.8034375,4155900.3207692644,120.90055233319053,Unvetted Candidate
1000725868215169,1SWASP J000725.86-821516.9,0.5099450994509945,2453867.1659583338,66671372.61422598,20002.823668192334,Unvetted Candidate
1000730218216340,1SWASP J000730.21-821634.0,0.9968649686496864,2453866.871344907,2152215.2801890876,39.37226020437484,Unvetted Candidate
1000740878300205,1SWASP J000740.87-830020.5,0.997839978399784,2453866.752402778,1220390.0109388384,11.914814230394384,Unvetted Candidate
1000743628326386,1SWASP J000743.62-832638.6,0.5298352983529835,2453866.7184375,14547641.80794954,1798.8879984654113,Unvetted Candidate
1000747938300321,1SWASP J000747.93-830032.1,0.7070920709207092,2453867.338402778,2865626.3530842606,65.694515163928,Unvetted Candidate
1000756018147011,1SWASP J000756.01-814701.1,0.5298352983529835,2453866.7183101852,37016389.207391374,12331.917629577729,Unvetted Candidate
1000756698249144,1SWASP J000756.69-824914.4,0.997839978399784,2453866.7520046295,1979639.924109938,25.473332489345008,Unvetted Candidate
1000816828214471,1SWASP J000816.82-821447.1,0.514040140401404,2453866.708344907,41082528.860645175,14346.080509478823,Unvetted Candidate
1000824568344122,1SWASP J000824.56-834412.2,0.514040140401404,2453866.708449074,2100334.465078677,37.49694135417732,Unvetted Candidate
1000825408140317,1SWASP J000825.40-814031.7,0.5298352983529835,2453866.7183101852,1935375.157635377,33.71109300712944,Unvetted Candidate
1000832188223583,1SWASP J000832.18-822358.3,1.060630606306063,2453867.691356481,1563672.3597405867,18.338034364625216,Unvetted Candidate
1000833608248425,1SWASP J000833.60-824842.5,0.514040140401404,2453866.7083796295,2399284.5509057012,48.93081402782557,Unvetted Candidate
1000841198338024,1SWASP J000841.19-833802.4,0.5095550955509555,2453867.1824490745,1308790.0608802265,10.277588540753204,Unvetted Candidate
1000842328336448,1SWASP J000842.32-833644.8,0.5298352983529835,2453866.7184375,2073861.9974636806,38.70813226071642,Unvetted Candidate
1000843758217196,1SWASP J000843.75-821719.6,0.5099450994509945,2453867.149344907,23710987.01862144,4778.792695876494,Unvetted Candidate
1000846478316547,1SWASP J000846.47-831654.7,0.500780007800078,2453867.131414352,1499462.9631880852,14.614529656823155,Unvetted Candidate
1000849038341190,1SWASP J000849.03-834119.0,0.5298352983529835,2453866.7184490743,2162506.920708564,42.08792563901193,Unvetted Candidate
1000850038314091,1SWASP J000850.03-831409.1,0.5298352983529835,2453866.718414352,2161304.1044014557,44.37673660117451,Unvetted Candidate
1000858058330096,1SWASP J000858.05-833009.6,0.5298352983529835,2453866.7184375,1516353.606725227,19.544290215343135,Unvetted Candidate
1000901848241579,1SWASP J000901.84-824157.9,0.5298352983529835,2453866.71837963,1913147.978393162,34.7712842786835,Unvetted Candidate
1000902958159317,1SWASP J000902.95-815931.7,0.5302253022530226,2453867.178935185,1220012.0574489103,11.163220652405425,Unvetted Candidate
1000906038211000,1SWASP J000906.03-821100.0,1.060630606306063,2453867.691344907,30711982.688477997,7545.807045258976,Unvetted Candidate
1000911208329052,1SWASP J000911.20-832905.2,0.9976449764497647,2453866.7774374997,1782977.2312503988,23.842558553680036,Unvetted Candidate
